scholar_indx,name,grade,parents,spouse,siblings,children,birth_date_place,places_of_stay,death_date_place,teachers,students,area_of_interest,tags,books,students_inds,teachers_inds,birth_place,birth_date,birth_date_hijri,birth_date_gregorian,death_date_hijri,death_date_gregorian,death_place,death_reason
25127,al-Sabah bin Muhammad الصباح بن محمد بن أبي حازم,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"مرة الهمداني, Salman Abu Hazam al-Ashja'i [11349]",NA,Narrator[Grade:Weak] [ ت  -  ضعيف ],"al-Bajli [al-Bajli] , al-Ahamsi [al-Ahamsi] , Kufi [Kufi]",NA,NA,11349,NA,NA,NA,NA,NA,NA,,Natural
25129,al-Sa'b bin Hakeem bin Sharayk الصعب بن حكيم بن شريك,Succ. (Taba' Tabi') [7th generation],Hakeem bin Sharik bin Namla [15104],NA,NA,NA,NA,al-Kufa,()[ Natural ],Hakeem bin Sharik bin Namla [15104],NA,Narrator[Grade:Maqbool] [ بخ  -  مقبول ],al-Kufi [al-Kufi],NA,NA,15104,NA,NA,NA,NA,NA,NA,,Natural
25143,'Abdullah bin Dkyn عبد الله بن دكين الكوفي أبو عمر,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,"al-Kufa, Baghdad",()[ Natural ],"Kathir bin 'Ubaid al-Taymi [15476] , Ja'far bin Muhammad bin 'Ali [10898] , Faras bin Yahya al-Hamdani al-Kharfi [11385] , al-Qasim bin Mhran al-Qaysy [10956]","Yazid bin Harun [20472] , al-Fadl bin Dakayn, Abu Na'eem [20348] , Musa bin Isma'il al-Munqari al-Tabudhaki [20040] , Muhammad bin Bkar bin al-Ryan [30512] , Muhammad bin al-Sabah [30269]",Narrator[Grade:Sadooq/Delusion] [ بخ  -  صدوق يخطئ ],"al-Kufa [al-Kufa] , Baghdad [Baghdad]",NA,"20472, 20348, 20040, 30512, 30269","15476, 10898, 11385, 10956",NA,NA,NA,NA,NA,NA,,Natural
25144,'Abdullah bin Sa'id عبد الله بن سعيد بن خازم النخعي,Succ. (Taba' Tabi') [9th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],NA,'Abdullah bin Sa'id al-Ashaj [30200],Narrator[Grade:Maqbool] [ بخ  -  مقبول ],"al-Nakha'i [al-Nakha'i] , al-Kufa [al-Kufa]",NA,30200,NA,NA,NA,NA,NA,NA,NA,,Natural
25145,'Abdullah bin Sahban عبد الله بن صهبان,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],Atyh bin Sa'd bin Jnad'h [15373],"الصباح بن محارب, 'Ammar bin Muhammad al-Thawri [20596] , Muhammad bin Fadayl bin Ghazwan [20356]",Narrator[Grade:Maqbool] [ ت  -  لين الحديث ],"al-Asadi [al-Asadi] , al-Kufi [al-Kufi]",NA,"20596, 20356",15373,NA,NA,NA,NA,NA,NA,,Natural
25146,'Abdullah bin 'Abdullah bin al-Aswad عبد الله بن عبد الله بن الأسود,Succ. (Taba' Tabi') [9th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"Ibn Jurayj [11070] , Husayn bin 'Abdur Rahman al-Salmi [15097] , مجالد, 'Uthman bin al-'Aswad bin Musa [20197] , أبي خلدة","Muhammad bin Bashr bin al-Farafsa [20352] , 'Abdullah bin Sa'id al-Ashaj [30200]",Narrator[Grade:Sadooq] [ ت  -  صدوق ],"B.Haritha [B.Haritha] , al-Kufi [al-Kufi]",NA,"20352, 30200","11070, 15097, 20197",NA,NA,NA,NA,NA,NA,,Natural
25147,'Abdullah bin 'Abdul Quddus عبد الله بن عبد القدوس,Succ. (Taba' Tabi') [9th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"Sulaiman al-A'mash [11060] , 'Abdul Malik bin 'Umayr al-Qabti [11368] , al-Lyth bin Abi Sulaym [10957] , Others","'Aabad bin Y'aqub al-Rwajny [30199] , Muhammad bin Hmyd bin Hyan [38495] , Muhammad bin 'Isa bin al-Tibaa' [36649] , ''Aabadh bin Ziyad Shykh [31366] , al-Walid bin Salah al-Nakhas/al-Nahas [20392]",Narrator[Grade:Sadooq] [ خت  ت  -  صدوق ],"al-Tamimi [al-Tamimi] , al-Sa'di [al-Sa'di] , al-Kufi [al-Kufi]",NA,"30199, 38495, 36649, 31366, 20392","11060, 11368, 10957",NA,NA,NA,NA,NA,NA,,Natural
25149,'Abdullah bin 'Amr عبد الله بن عمرو بن مرة المرادي,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"Father, Muhammad bin Suqah [11387] , 'Asim bin Abu al-Najud (Bahdla) [11358] , Others","Hafs bin Ghyath [20317] , Waki' bin al-Jarrah [20032] , al-Fadl bin Dakayn, Abu Na'eem [20348] , Ishaq bin Mnswr al-Slwly [20410]",Narrator[Grade:Sadooq/Delusion] [ ق  -  صدوق يخطئ ],al-Kufa [al-Kufa],NA,"20317, 20032, 20348, 20410","11387, 11358",NA,NA,NA,NA,NA,NA,,Natural
25151,'Abdullah bin al-Walid عبد الله بن الوليد بن عبد الله,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"Bkyr bin Shhab al-Damghany [28066] , Jama' bin Shadad al-Maharbi [11328] , 'Asim bin Kulayb bin Shahab [10778] , 'Asim bin Abu al-Najud (Bahdla) [11358] , Several Others","'Abdullah bin Mubarak [20025] , Sufyan bin 'Uyaynah [20005] , Muhammad bin 'Abdullah bin al-Zubair [20355] , al-Hasan bin Thabit al-Tha'labi [25051] , al-Dahhak bin Mukhlad Abu 'Asim al-Nabil [20241] , al-Fadl bin Dakayn, Abu Na'eem [20348]",Narrator[Grade:Thiqah] [ ت  س  -  ثقة ],"al-Mazni [al-Mazni] , al-'Ajli [al-'Ajli] , al-Kufa [al-Kufa]",NA,"20025, 20005, 20355, 25051, 20241, 20348","28066, 11328, 10778, 11358",NA,NA,NA,NA,NA,NA,,Natural
25152,Abd al-A'la bin A'yn عبد الأعلى بن أعين الكوفي مولى بني,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"Yahya bin Abi Kathir [11449] , Nafie' [11014]",'Ubaidullah bin Musa bin Abi al-Mukhtar [20340],Narrator[Grade:Weak] [ ق  -  ضعيف ],"Client [Client] , al-Kufa [al-Kufa]",NA,20340,"11449, 11014",NA,NA,NA,NA,NA,NA,,Natural
25153,'Abdul A'ala bin Abi al-Misawar عبد الأعلى بن أبي المساور أبو مسعود الجر,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,"al-Kufa, al-Mada'in",after  160 AH ()[ Natural ],"'Amir al-Sha'bi [11052] , Ziyad bin 'Alaqa [11339] , 'Ata' bin Abi Rabah [11029] , Ibrahim bin Muhammad bin Hatib [12004] , 'Ikrama [11023] , Abu Barda bin Abi Musa al-Asha'ari [11901] , Nafie' [11014] , Several Others","Waki' bin al-Jarrah [20032] , Yazid bin Harun [20472] , Shababa bin Sawar [20426] , 'Abdul Rahim bin Sulaiman [20334] , Yahya bin 'Isa [20615] , يحيى بن أبي بكر, Jabbarh bin al-Mghls al-Hmany Abu [35021]",Narrator[Grade:Abandoned] [ ق  -  متروك ],"Ally B.Zuhrah [Ally%20B.Zuhrah] , Client [Client] , al-Kufi [al-Kufi] , al-Mada'in [al-Mada'in]",NA,"20032, 20472, 20426, 20334, 20615, 35021","11052, 11339, 11029, 12004, 11023, 11901, 11014",NA,NA,NA,NA,160,NA,,Natural
25154,'Abdul Jabbar bin al-'Abbas عبد الجبار بن العباس الشبامي,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,"Hamadan, Kufa",()[ Natural ],"Abu Ishaq al-Sabay'ai' [11049] , Ady bin Thabit al-Ansari [11372] , Salmah bin Kahayl al-Hadrami [11350] , Awn bin Abi Juhayfa [11383] , Qays bin Wahb al-Hmdany [10815] , 'Uthman bin al-Mughira al-Thqfy [11640] , عريب بن مرثد المشرقي","'Abdullah bin Mubarak [20025] , Isma'il bin Muhammad bin Jhad'h [25026] , Salm bin Qutayba, Abu Qutayba [20233] , Ibrahim bin Yusuf bin Ishaq [20406] , Muhammad bin 'Abdullah bin al-Zubair [20355] , al-Hasan bin Salah bin Salah [20647] , Waki' bin al-Jarrah [20032] , al-Fadl bin Dakayn, Abu Na'eem [20348]",Narrator[Grade:Sadooq] [ بخ  قد  ت  -  صدوق ],"al-Hamadani [al-Hamadani] , al-Shabami [al-Shabami] , Kufi [Kufi]",NA,"20025, 25026, 20233, 20406, 20355, 20647, 20032, 20348","11049, 11372, 11350, 11383, 10815, 11640",NA,NA,NA,NA,NA,NA,,Natural
25155,'Abdul Hameed bin al-Hasan عبد الحميد بن الحسن الهلالي أبو عمر,Succ. (Taba' Tabi') [8th generation],NA,NA,NA,NA,NA,"Kufa, al-Ray",()[ Natural ],"Sulaiman al-A'mash [11060] , Sa'id bin Iyas al-Jariri [11286] , Qatada [11019] , 'Abdul Malik bin 'Umayr al-Qabti [11368] , Muhammad bin al-Munkdar bin 'Abdullah [11048] , Abu Ishaq al-Sabay'ai' [11049] , Yazid bin Hameed, Abu Tiyah [11317] , Others","Yazid bin Harun [20472] , هشام بن عبد الله الرازي, عمر بن يحيى بن نافع الثقفي, Fdyl bin Husayn bin Talha [30559] , سويد بن سعيد الزهري, 'Ali bin Hujr bin Iyas bin Maqatil [20387]",Narrator[Grade:Sadooq/Delusion] [ ت  -  صدوق يخطئ ],"al-Hilali [al-Hilali] , Kufi [Kufi] , al-Ray [al-Ray]",NA,"20472, 30559, 20387","11060, 11286, 11019, 11368, 11048, 11049, 11317",NA,NA,NA,NA,NA,NA,,Natural
25157,Abd Rbh bin Barq عبد ربه بن بارق الحنفي,Succ. (Taba' Tabi') [8th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"جده لأمه أبي زميل سماك بن الوليد الحنفي, خاله زميل بن سماك","Hiban bin Hilal [20218] , 'Ali bin al-Madini [30026] , Muhammad bin Abi Bakr bin 'Ali [30161] , Ziyad bin Yahya al-Hasani [30135] , Nasr bin 'Ali bin Asbahan [20720] , 'Amr bin 'Ali bin Bahr al-Bahli [30153] , Muhammad bin Abi Sari [38581]",Narrator[Grade:Sadooq/Delusion] [ ت  -  صدوق يخطئ ],"al-Hanfi [al-Hanfi] , al-Kufa [al-Kufa]",NA,"20218, 30026, 30161, 30135, 20720, 30153, 38581",NA,NA,NA,NA,NA,NA,NA,,Natural
25158,'Abdur Rahman bin Ishaq عبد الرحمن بن إسحاق,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,"al-Wasit, Kufa",()[ Natural ],"Father, خاله, al-Qasim bin 'Abdur Rahman [11648] , سيار بن الحكم, Ziyad bin Zayd al-Swa'iy [15159] , 'Amir al-Sha'bi [11052] , Hafsa bint Abi Kathir [19467] , Others","Hafs bin Ghyath [20317] , 'Abdul Wahid bin Ziyad [20256] , Muhammad bin Khazim al-Darir [20354] , Muhammad bin Fadayl bin Ghazwan [20356] , Hashaym bin Bashayr bin al-Qasim [20468] , 'Ali bin Ms'hr [20345] , يحيى, Yahya bin Zakaria bin Abi Zaida [20366]",Narrator[Grade:Weak] [ د  ت  -  ضعيف ],"al-Wasti [al-Wasti] , Kufi [Kufi]",NA,"20317, 20256, 20354, 20356, 20468, 20345, 20366","11648, 15159, 11052, 19467",NA,NA,NA,NA,NA,NA,,Natural
25162,'Abdur Rahman bin Ajlan عبد الرحمن بن عجلان أبو موسى,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,Kufa,()[ Natural ],Ibrahim al-Nakha'i [11051],"Sufyan bin Saâid Ath-Thawri [20012] , Ya'la bin 'Ubaid bin Umayya al-Tanafasi [20372] , al-Fadl bin Dakayn, Abu Na'eem [20348] , Qabaysa bin 'Uqba bin Muhammad [20351]",Narrator[Grade:Thiqah] [ تمييز  -  ثقة ],"al-Nakha'i [al-Nakha'i] , Kufi [Kufi]",NA,"20012, 20372, 20348, 20351",11051,NA,NA,NA,NA,NA,NA,,Natural
25164,'Abdur Rahman bin Mus'ab عبد الرحمن بن مصعب بن يزيد الأزدي,Succ. (Taba' Tabi') [9th generation],NA,NA,NA,NA,NA,"al-Kufa, al-Ray",()[ Natural ],"al-Hasan bin Salah bin Salah [20647] , Sufyan bin Saâid Ath-Thawri [20012] , Sharayk bin 'Abdullah [20587] , Fatr bin Khalifa [11718] , Yonus bin Abi Y'fwr [20618] , Others","Musa bin Da'ud al-Dby [20636] , al-Qasim bin Zakaria bin Dinar [30475] , Yusuf bin Musa bin Rashid al-Qatan [30224] , Ahmed bin al-Frat bin Khalid [38044] , 'Abbas bin Muhammad bin Hatm [30585] , 'Ali bin Muhammad bin Ishaq al-Tanafasi [38409]",Narrator[Grade:Maqbool] [ ت  عس  ق  -  مقبول ],"al-Azdi [al-Azdi] , al-Kufa [al-Kufa] , al-Ray [al-Ray]",NA,"20636, 30475, 30224, 38044, 30585, 38409","20647, 20012, 20587, 11718, 20618",NA,NA,NA,NA,NA,NA,,Natural
25166,'Abdur Rahman bin al-N'man عبد الرحمن بن النعمان بن معبد بن هوذة,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,(Medina),al-Kufa,()[ Natural ],"Father, Sa'd bin Ishaq bin Ka'b [19805] , Suliaman bin Qt'h Mwla bina [14613] , محمد بن كليب بن جابر, Abu Sa'id Mwla al-Mhry [10992] , 'Ubaidullah bin Abd [12325]","'Ali bin Thabit al-Jzry [28408] , Muhammad bin 'Abdullah bin al-Zubair [20355] , al-Fadl bin Dakayn, Abu Na'eem [20348] , Muhammad bin Rabi'ya al-Klaby [25262] , 'Abdul 'Aziz bin Aban [25169]",Narrator[Grade:Sadooq] [ د  -  صدوق ],"Ansar [Ansar] , al-Kufa [al-Kufa]",NA,"28408, 20355, 20348, 25262, 25169","19805, 14613, 10992, 12325",Medina,[],NA,NA,NA,NA,,Natural
25167,"'Abdur Rahman bin Hani', Abu Na'eem عبد الرحمن بن هانئ أبو نعيم النخعي",Succ. (Taba' Tabi') [9th generation],NA,NA,NA,NA,NA,al-Kufa,~212 AH ()[ Natural ],"Mas'ar bin Kadam [20359] , Sufyan bin Saâid Ath-Thawri [20012] , Sharayk bin 'Abdullah [20587] , Ibn Jurayj [11070] , 'Umar bin Dhar bin 'Abdullah al-Hamdani [11642] , Fatr bin Khalifa [11718] , al-Hasan bin al-Hakam al-Nkh'y [15089] , أبي مالك النخعي, محمد بن عبد الله العرزمي غيرهم","al-Bukhari [30001] , روى أبو داود, ابن ماجة عنه بواسطة عباس بن عبد العظيم, Muhammad bin Thwab [35119] , Abu Zara' al-Razi [30554] , Abu Hatim al-Razi [38473] , abu Umayya, Muhammad bin Ibrahim [38467] , Sh'yb bin Ayoub bin [38269] , Ibrahim bin Y'aqub bin Ishaq [38088] , Yusuf bin Musa bin Rashid al-Qatan [30224] , Muhammad bin Yahya bin Faris al-Dhahli [30023] , Y'aqub bin Sufyan [38719] , إسماعيل سمويه, أبو عمرو بن أبي عزرة, محمد بن غالب تمتام, Ahmed bin 'Ubaidullah al-Ghadani [34007]",Narrator[Grade:Sadooq] [ د  ق  -  صدوق ],"al-Nakha'i [al-Nakha'i] , al-Kufi [al-Kufi]",NA,"30001, 35119, 30554, 38473, 38467, 38269, 38088, 30224, 30023, 38719, 34007","20359, 20012, 20587, 11070, 11642, 11718, 15089",NA,NA,NA,NA,212,NA,,Natural
25169,'Abdul 'Aziz bin Aban عبد العزيز بن أبان بن محمد,Succ. (Taba' Tabi') [9th generation],NA,NA,NA,NA,NA,"al-Kufa, Baghdad",207 AH ()[ Natural ],NA,NA,Narrator[Grade:Abandoned] [ ت  -  متروك ],"B.Umayya [B.Umayya] , Quraish [Quraish] , al-Kufa [al-Kufa] , Baghdad [Baghdad]",NA,NA,NA,NA,NA,NA,NA,207,NA,,Natural
25171,Abd al-Qdws bin Bakr عبد القدوس بن بكر بن خنيس,Succ. (Taba' Tabi') [9th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"Father, Malik bin Mghwl [20358] , Hisham bin 'Urwa [11065] , Hajjaj bin Artah [20580] , Habib bin Slym al-Bsy [25047] , Talha bin 'Amr bin 'Uthman [23023]","Ibrahim bin Musa al-Razi al-Fara' [30309] , Ahmad bin Hanbal [30007] , Ahmed bin Manay' [30242] , Salah bin al-Hythm al-Wasty [38277] , أبو الفضل المغيرة بن معمر",Narrator[Grade:Sadooq] [ ت  ق  -  لا بأس به ],al-Kufa [al-Kufa],NA,"30309, 30007, 30242, 38277","20358, 11065, 20580, 25047, 23023",NA,NA,NA,NA,NA,NA,,Natural
25172,Abd al-Krym bin Abd عبد الكريم بن عبد الرحمن البجلي الكوفي,Succ. (Taba' Tabi') [8th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],NA,NA,Narrator[Grade:Maqbool] [ ق  -  مقبول ],"al-Bajli [al-Bajli] , al-Kufa [al-Kufa]",NA,NA,NA,NA,NA,NA,NA,NA,NA,,Natural
25174,'Abdul Malik bin Muslim عبد الملك بن مسلم بن سلام الحنفي,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"Father, قيل عن عيسى بن حطان عنه, عمران أبي ظبيان, Harun bin Abi 'Isa [28609]","Sufyan bin Saâid Ath-Thawri [20012] , عبد الرحمن بن المحاربي, Waki' bin al-Jarrah [20032] , Salm bin Qutayba, Abu Qutayba [20233] , 'Ali bin Nasr bin 'Ali al-Jahdami Older [20264] , Yazid bin Harun [20472] , 'Abdullah bin Musa [22107] , al-Fadl bin Dakayn, Abu Na'eem [20348]",Narrator[Grade:Thiqah] [ ت  س  -  ثقة ],"al-Hanfi [al-Hanfi] , al-Kufa [al-Kufa]",NA,"20012, 20032, 20233, 20264, 20472, 22107, 20348",28609,NA,NA,NA,NA,NA,NA,,Natural
25175,Abd al-Warth bin Abi Hnyfh عبد الوارث بن أبي حنيفة,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"Father, Ibrahim bin Yazid - Taym al-Rabab [11322] , 'Amir al-Sha'bi [11052]",Shu'bah bin al-Hajjaj [20020],Narrator[Grade:Maqbool] [ س  -  مقبول ],al-Kufa [al-Kufa],NA,20020,"11322, 11052",NA,NA,NA,NA,NA,NA,,Natural
25177,'Ubaidullah bin Iyad bin Laqayt عبيد الله بن إياد بن لقيط السدوسي,Succ. (Taba' Tabi') [7th generation],Iyad bin Laqayt al-Sadusi [10892],NA,NA,NA,NA,al-Kufa,169 AH ()[ Natural ],Iyad bin Laqayt al-Sadusi [10892],NA,Narrator[Grade:Sadooq] [بخ  م  د  ت  س  البخاري  في  الأدب  المفرد  ومسلم  وأبي  داود  والترمذي  والنسائي],"al-Sadusi [al-Sadusi] , al-Kufi [al-Kufi]",NA,NA,10892,NA,NA,NA,NA,169,NA,,Natural
25178,'Ubaidullah bin Sa'id عبيد الله بن سعيد بن مسلم,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"Sulaiman al-A'mash [11060] , Hisham bin 'Urwa [11065] , 'Ubaidullah bin 'Umar bin Hafs [11201] , Malik bin Mghwl [20358] , Salah bin Hyan al-Quraishi [15239]","'Amr bin 'Uthman bin Sa'id bin Kahtir [38429] , Yahya bin Abi Bkyr [20365] , Muhammad bin 'Umar bin al-Rumi [34223] , 'Abdullah bin Numayr [20331] , أبو مسلم بن واقد, al-Husain bin Hafs bin al-Fadl [30540] , خلاد يزيد الجعفي",Narrator[Grade:Weak] [ خت  -  ضعيف ],al-Kufa [al-Kufa],NA,"38429, 20365, 34223, 20331, 30540","11060, 11065, 11201, 20358, 15239",NA,NA,NA,NA,NA,NA,,Natural
25182,'Ubaid bin Sulaiman عبيد بن سليمان,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,"Kufa, Merv",()[ Natural ],al-Dahhak bin Mazaham [19912],"Zayd bin al-Habab al-'Akli [20650] , Yahya bin Wadh [20183] , أبو معاذ الفضل بن خالد النحوي",Narrator[Grade:Sadooq] [ تمييز  -  لا بأس به ],"Client [Client] , Kufi [Kufi] , Merv [Merv]",NA,"20650, 20183",19912,NA,NA,NA,NA,NA,NA,,Natural
25183,'Ubaid bin al-Qasim al-'Asady عبيد بن القاسم الأسدي,Succ. (Taba' Tabi') [9th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"Isma'il bin Abi Khalid al-Ahmsi [11418] , Hisham bin 'Urwa [11065] , Sulaiman al-A'mash [11060] , العلاء بن ثعلبة, Sufyan bin Saâid Ath-Thawri [20012]","Ahmad bin Hanbal [30007] , Yahya bin Ma'in [30020] , Muhammad bin 'Isa bin al-Tibaa' [36649] , Da'ud bin Rshyd [30248] , Sryj bin Yonus bin Ibrahim [30251] , al-Slt bin Mas'ud bin Tryf [30435] , عبيد الله بن عمرو القواريري, Ahmed bin al-Miqdam [30121]",Narrator[Grade:Abandoned] [ ق  -  متروك ],"B.Asad [B.Asad] , al-Kufa [al-Kufa]",NA,"30007, 30020, 36649, 30248, 30251, 30435, 30121","11418, 11065, 11060, 20012",NA,NA,NA,NA,NA,NA,,Natural
25185,'Ubaid'h bin Abi Ra'ith عبيدة بن أبي رائطة,Succ. (Taba' Tabi') [8th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"'Asim bin Abu al-Najud (Bahdla) [11358] , 'Abdur Rahman bin Ziyad [28326] , قيل بن عبد الله, عمر بن حفص صاحب أنس, 'Abdul Malik bin 'Umayr al-Qabti [11368] , Mus'ab bin Slym al-Asady [10827] , Mua'wiya bin Ishaq bin Talha [11723] , Muhammad bin al-Munkdar bin 'Abdullah [11048] , ابن حميد الظاعني","Ya'qub bin Ibrahim bin Sa'd [20184] , Hiban bin Hilal [20218] , 'Abdur Rahman bin Muhammad al-Maharbi [20333] , 'Affan bin Muslim [30106] , Yazid bin Harun [20472] , al-Fadl bin Dakayn, Abu Na'eem [20348]",Narrator[Grade:Sadooq] [ ت  -  صدوق ],al-Kufa [al-Kufa],NA,"20184, 20218, 20333, 30106, 20472, 20348","11358, 28326, 11368, 10827, 11723, 11048",NA,NA,NA,NA,NA,NA,,Natural
25186,'Ubaid'h bin al-'Aswad عبيدة بن الأسود,Succ. (Taba' Tabi'),NA,NA,NA,NA,NA,"Hamadan, al-Kufa",()[ Natural ],NA,NA,Narrator[Grade:Sadooq],"al-Hamdani [al-Hamdani] , al-Kufa [al-Kufa]",NA,NA,NA,NA,NA,NA,NA,NA,NA,,Natural
25187,'Ubaid'h bin Ma'tb عبيدة بن معتب,Succ. (Taba' Tabi') [8th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"Ibrahim al-Nakha'i [11051] , 'Amir al-Sha'bi [11052] , Shaqayq bin Salmah al-Asadi [11353] , 'Asim bin Abu al-Najud (Bahdla) [11358] , Others","Shu'bah bin al-Hajjaj [20020] , Sufyan bin Saâid Ath-Thawri [20012] , Waki' bin al-Jarrah [20032] , Hashaym bin Bashayr bin al-Qasim [20468] , 'Abdullah bin Numayr [20331] , 'Ali bin Ms'hr [20345] , عمر بن شبيب المسلمي, Muhammad bin Fadayl bin Ghazwan [20356] , Ya'la bin 'Ubaid bin Umayya al-Tanafasi [20372]",Narrator[Grade:Weak] [ خت  د  ت  ق  -  ضعيف ],al-Kufa [al-Kufa],NA,"20020, 20012, 20032, 20468, 20331, 20345, 20356, 20372","11051, 11052, 11353, 11358",NA,NA,NA,NA,NA,NA,,Natural
25191,'Ata'a bin Muslim al-Khafaf عطاء بن مسلم الخفاف,Succ. (Taba' Tabi') [8th generation],NA,NA,NA,NA,NA,al-Kufa,190 AH ()[ Natural ],"Sulaiman al-A'mash [11060] , Ja'far bin Brqan [20646] , Muhammad bin Suqah [11387] , Muhammad bin 'Amr bin 'Alqama [11220] , Sufyan bin Saâid Ath-Thawri [20012] , 'Abdullah bin Shwdhb [20715] , Wasl bin Hyan al-Ahdb [11401] , Others","Muhammad bin al-Mubarak [30382] , 'Abdullah bin Mubarak [20025] , Musa bin Ayoub bin 'Isa [38650] , 'Amr bin Abi Salmah [30286] , al-Rabi' bin Nafi' Abu Tawba al-Halbi [30335] , Hisham bin 'Ammar bin Nasayr [30288] , أبو نعيم الحلبي",Narrator[Grade:Sadooq/Delusion] [ تم  س  ق  -  صدوق يخطئ ],al-Kufa [al-Kufa],NA,"30382, 20025, 38650, 30286, 30335, 30288","11060, 20646, 11387, 11220, 20012, 20715, 11401",NA,NA,NA,NA,190,NA,,Natural
25193,'Uqba bin Mukaram al-Dabi عقبة بن مكرم الضبي أبو نعيم الكوفي,Succ. (Taba' Tabi') [7th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"'Abdullah bin Shabarma [10783] , قدامة بن حماطة","سباع بن العلاء, Sayf bin 'Umar [20117] , Muhammad bin Rabi'ya al-Klaby [25262]",Narrator[Grade:Maqbool] [ تمييز  -  مقبول ],"al-dabi [al-dabi] , al-Kufi [al-Kufi]",NA,"20117, 25262",10783,NA,NA,NA,NA,NA,NA,,Natural
25195,'Ali bin Zbyan علي بن ظبيان,Succ. (Taba' Tabi') [9th generation],NA,NA,NA,NA,NA,"al-Kufa, Baghdad",192 AH ()[ Natural ],"Isma'il bin Abi Khalid al-Ahmsi [11418] , 'Ubaidullah bin 'Umar bin Hafs [11201] , Da'ud bin Abi Hnd [11585] , Muhammad bin 'Amr bin 'Alqama [11220] , 'Abdul Malik bin Aby [10945] , Abu Hanifa [11001]","Imam Shafi'ee [20002] , 'Ali bin al-Madini [30026] , Da'ud bin Rshyd [30248] , 'Uthman bin Muhammad (Abi Shayba) [30203] , Muhammad bin Sa'id bin Sulaiman [30210] , Abu Karayb, Muhammad bin al-'Ala' [30216] , Muhammad bin Qdamh bin A'yn [38573] , Muhammad bin Qdamh [36655] , al-Walid bin Shuja' bin al-Sakuni [30482] , 'Ali bin Muslim bin Sa'id [30261] , 'Ubaid bin Hisham [38377]",Narrator[Grade:Weak] [ ق  -  ضعيف ],"al-'Absi [al-'Absi] , Judge [Judge] , al-Kufa [al-Kufa] , Baghdad [Baghdad]",NA,"20002, 30026, 30248, 30203, 30210, 30216, 38573, 36655, 30482, 30261, 38377","11418, 11201, 11585, 11220, 10945, 11001",NA,NA,NA,NA,192,NA,,Natural
25196,'Ali bin 'Abbas علي بن عابس,Succ. (Taba' Tabi') [9th generation],NA,NA,NA,NA,NA,al-Kufa,()[ Natural ],"Isma'il bin Abi Khalid al-Ahmsi [11418] , Isma'il bin 'Abdur Rahman al-Saddi [10743] , Rashid bin Kaysan al-Absi [10758] , 'Uthman bin al-Mughira al-Thqfy [11640] , 'Ammar bin Mua'wiya bin Aslam al-Dahni [10802] , العلاء بن مسيب, Muslim bin Kysan [15527] , Others","بن وهب المصري, Muhammad bin al-Salt bin al-Hajjaj [30211] , 'Abdur Rahman bin Mqatl [38338] , al-Hasan bin Hammad bin Kusayb [36537] , Isma'il bin Musa al-Fazari al-Siddi [35016] , 'Ali bin Sa'id bin Msrwq [35093] , Muhammad bin Aadm bin Sulaiman [38474]",Narrator[Grade:Weak] [ ت  -  ضعيف ],"B.Asad [B.Asad] , al-Kufa [al-Kufa]",NA,"30211, 38338, 36537, 35016, 35093, 38474","11418, 10743, 10758, 11640, 10802, 15527",NA,NA,NA,NA,NA,NA,,Natural
